lemma	paradigm	tags	sources_count	source_flags
עובר	ע		2	HL
עוברי	ת		2	HL
שונר	ע	#,lynx	1	H
מלומד	ע		2	HL
מלומדת	ע		2	HL
מזומן	ע,אין_נטיות_יחיד	#,meaning,cash.	2	HL
מטוטלת	ע		2	HL
מבוקש	ע		2	HL
מבוקשת	ע		2	HL
מטופל	ע	#,patient	2	HL
מטופלת	ע		2	HL
מצולע	ע		1	H
מצורע	ע		2	HL
מצורעת	ע		1	H
משולש	ע		2	HL
משולש	ת,נקבה_ת		2	HL
מרובע	ע		2	HL
מרובע	ת,נקבה_ת		2	HL
מחומש	ע		2	HL
משושה	ע,ים,סגול_ה		2	HL
משושה	ע,ות		2	HL
משובע	ע		1	H
משובע	ת,נקבה_ת		1	H
מתומן	ע		2	HL
מתומן	ת,נקבה_ת		2	HL
מתושע	ע		1	H
מתושע	ת,נקבה_ת		1	H
מעושר	ע		2	HL
מעושר	ת,נקבה_ת	#,Also,another,meaning,-,related,to,religious,מעשר.	2	HL
מעוין	ע		1	H
מלוכלך	ת,נקבה_ת		2	HL
מסורבל	ת,נקבה_ת		2	HL
ממורמר	ת,נקבה_ת		2	HL
מסוקרן	ת,נקבה_ת		1	H
מטומטם	ת,נקבה_ת		2	HL
מצוחצח	ת,נקבה_ת		2	HL
משוכלל	ת,נקבה_ת		2	HL
משוקלל	ת,נקבה_ת		2	HL
מטושטש	ת,נקבה_ת		2	HL
מפולפל	ת,נקבה_ת		1	H
מפוספס	ת,נקבה_ת		2	HL
מחוספס	ת,נקבה_ת		2	HL
מפוקפק	ת,נקבה_ת		2	HL
מפוסטר	ת,נקבה_ת		2	HL
מסוגנן	ת,נקבה_ת		2	HL
מגורען	ת,נקבה_ת		1	H
ממוחשב	ת,נקבה_ת		2	HL
מצונזר	ת,נקבה_ת		2	HL
מדופלם	ת,נקבה_ת		2	HL
מצומצם	ת,נקבה_ת		2	HL
מסובסד	ת,נקבה_ת		2	HL
מקורזל	ת,נקבה_ת		2	HL
משוכנע	ת,נקבה_ת		2	HL
מתורבת	ת,נקבה_ת		2	HL
מנומנם	ת,נקבה_ת		2	HL
מהוקצע	ת,נקבה_ת		1	H
מצועצע	ת,נקבה_ת		1	H
מרומזר	ת,נקבה_ת		1	H
מכופתר	ת,נקבה_ת		1	H
מכורכם	ת,נקבה_ת		1	H
ממושקף	ת,נקבה_ת		2	HL
מפורזל	ת,נקבה_ת		1	H
מדובלל	ת,נקבה_ת		1	H
מגונדר	ת,נקבה_ת		1	H
מהורהר	ת,נקבה_ת		2	HL
מלוכסן	ת,נקבה_ת		1	H
מזורגג	ת,נקבה_ת	#,slang	1	H
מטורלל	ת,נקבה_ת	#,slang	2	HL
מטורזן	ת,נקבה_ת	#,old,slang,,meaning,מגונדר	1	H
ממושמע	ת,נקבה_ת		2	HL
מתוסבך	ת,נקבה_ת	#,[4],calls,this,colloquial,([3],doesn't)	1	H
מקורנן	ת,נקבה_ת	#,usually,slang	1	H
מרופרף	ת,נקבה_ת	#,in,[4],,but,not,in,[3]	1	H
מחוצף	ת,נקבה_ת		1	H
מחוטט	ת,נקבה_ת		1	H
מבודח	ת,נקבה_ת		1	H
מהופך	ת,נקבה_ת		2	HL
מבוגר	ת,נקבה_ת		2	HL
משופם	ת,נקבה_ת		1	H
ממוצק	ת,נקבה_ת		1	H
מקובל	ת,נקבה_ת		2	HL
משוכן	ת,נקבה_ת		1	H
מנוון	ת,נקבה_ת		2	HL
מנוול	ת,נקבה_ת		2	HL
מרווח	ת,נקבה_ת		2	HL
מנומס	ת,נקבה_ת		2	HL
מעושן	ת,נקבה_ת		2	HL
מנוקד	ת,נקבה_ת		2	HL
מסווג	ת,נקבה_ת		2	HL
מסומא	ת,נקבה_ת		1	H
מגושם	ת,נקבה_ת		2	HL
מחויך	ת,נקבה_ת		1	H
מדויק	ת,נקבה_ת		2	HL
מצויץ	ת,נקבה_ת		2	HL
מצוין	ת,נקבה_ת		2	HL
מסוים	ת,נקבה_ת		2	HL
מפויס	ת,נקבה_ת		1	H
מפויח	ת,נקבה_ת		1	H
מחויב	ת,נקבה_ת		2	HL
מחויבות	ע		2	HL
מג'ויף	ת,נקבה_ת	#,slang	1	H
ג'יפה	ע,אין_כינויים	#,slang	1	H
מפוכח	ת,נקבה_ת		2	HL
מטופש	ת,נקבה_ת		2	HL
מכונף	ת,נקבה_ת		2	HL
משוגע	ת,נקבה_ת		2	HL
מרושע	ת,נקבה_ת		2	HL
מהוסס	ת,נקבה_ת		2	HL
מרוקן	ת,נקבה_ת		2	HL
מרוחק	ת,נקבה_ת		2	HL
מפוגל	ת,נקבה_ת		1	H
מפוחד	ת,נקבה_ת		2	HL
מפולח	ת,נקבה_ת		1	H
מיוחד	ת,נקבה_ת		2	HL
מיוחדות	ע		2	HL
מיותר	ת,נקבה_ת		2	HL
מיודע	ת,נקבה_ת		2	HL
מיודע	ע	#,usually,inflected,,means,acquaintence	2	HL
מיותם	ת,נקבה_ת		1	H
מיושן	ת,נקבה_ת		2	HL
מיושב	ת,נקבה_ת		2	HL
מיונן	ת,נקבה_ת		1	H
מיומן	ת,נקבה_ת		2	HL
מיומנות	ע		2	HL
מיוחם	ת,נקבה_ת		1	H
מיוחס	ת,נקבה_ת		2	HL
מיוחל	ת,נקבה_ת		1	H
מיודד	ת,נקבה_ת		2	HL
מעוות	ת,נקבה_ת		2	HL
מעונב	ת,נקבה_ת		1	H
מקוטב	ת,נקבה_ת		2	HL
מסוגל	ת,נקבה_ת		2	HL
מסוגלות	ע		2	HL
מסוכן	ת,נקבה_ת		2	HL
מסודר	ת,נקבה_ת		2	HL
משומש	ת,נקבה_ת		2	HL
משובח	ת,נקבה_ת		2	HL
מקוון	ת,נקבה_ת		2	HL
ממוצע	ת,נקבה_ת		2	HL
מחוכם	ת,נקבה_ת		2	HL
מעולף	ת,נקבה_ת		2	HL
מעונן	ת,נקבה_ת		2	HL
משומד	ת,נקבה_ת		1	H
מפותל	ת,נקבה_ת		2	HL
מרושל	ת,נקבה_ת		2	HL
מאונך	ת,נקבה_ת		2	HL
ממולח	ת,נקבה_ת		2	HL
מזוגג	ת,נקבה_ת		2	HL
מאופק	ת,נקבה_ת		2	HL
מצולק	ת,נקבה_ת		2	HL
מרופט	ת,נקבה_ת		2	HL
מרופש	ת,נקבה_ת		1	H
ממותק	ת,נקבה_ת		2	HL
מעופש	ת,נקבה_ת		2	HL
ממושך	ת,נקבה_ת		2	HL
מעובד	ת,נקבה_ת		2	HL
מנוכר	ת,נקבה_ת		2	HL
מנוגד	ת,נקבה_ת		2	HL
מאוזן	ת,נקבה_ת		2	HL
מכובד	ת,נקבה_ת		2	HL
מרומז	ת,נקבה_ת		2	HL
מקוטע	ת,נקבה_ת		2	HL
מנומר	ת,נקבה_ת		2	HL
מנומש	ת,נקבה_ת		1	H
משולל	ת,נקבה_ת		2	HL
מזומן	ת,נקבה_ת,נקבה_ה		2	HL
מהוגן	ת,נקבה_ת		2	HL
מזוקן	ת,נקבה_ת		2	HL
ממונע	ת,נקבה_ת		2	HL
מסוקס	ת,נקבה_ת		1	H
מפולש	ת,נקבה_ת		1	H
מצונף	ת,נקבה_ת		1	H
מקושת	ת,נקבה_ת		1	H
מרוכב	ת,נקבה_ת	#,form,of,מורכב,,used,in,mathematics,and,other,sciences.	2	HL
מרובד	ת,נקבה_ת		1	H
מחוור	ת,נקבה_ת		1	H
מסוכר	ת,נקבה_ת		2	HL
מדוור	ת,נקבה_ת		1	H
מיוגע	ת,נקבה_ת		1	H
מיוזע	ת,נקבה_ת		2	HL
מעוקב	ת,נקבה_ת	#,usually,only,in,phrases,like,מטר,מעוקב.	2	HL
מומלץ	ת,נקבה_ת		2	HL
מובהק	ת,נקבה_ת		2	HL
מובטל	ת,נקבה_ת		2	HL
מובחר	ת,נקבה_ת		2	HL
מוזהב	ת,נקבה_ת		2	HL
מופלג	ת,נקבה_ת		2	HL
מושלג	ת,נקבה_ת		2	HL
מוגמר	ת,נקבה_ת		2	HL
מוגזם	ת,נקבה_ת		2	HL
מושכל	ת,נקבה_ת		2	HL
מוכרח	ת,נקבה_ת,נקבה_ה		2	HL
מוחלט	ת,נקבה_ת		2	HL
מוחלטות	ע,יחיד	#,in,[4],,but,not,in,[3].	2	HL
מופשט	ת,נקבה_ת		2	HL
מופשטות	ע,יחיד	#,in,[4],,but,not,in,[3].	2	HL
מופסד	ת,נקבה_ת		1	H
מופנם	ת,נקבה_ת		2	HL
מוצלח	ת,נקבה_ת		2	HL
מורכב	ת,נקבה_ת		2	HL
מוחדש	ת,נקבה_ת	#,Refurbished.,A,new,Academia,term,from,1995.	1	H
מופלה	ת,נקבה_ת	#,with,segol,in,lamed	1	H
מובנה	ת,נקבה_ת		2	HL
ממונה	ע,ים,סגול_ה		2	HL
ממונה	ע,ות		2	HL
מרובה	ת		2	HL
מעולה	ת		2	HL
מגולה	ת	#,rare	2	HL
מעושה	ת		2	HL
מעוצה	ת		1	H
מנוצה	ת		1	H
מבונה	ת		1	H
מתוחכם	ת,נקבה_ת		2	HL
מומחה	ע,ים,סגול_ה		2	HL
מומחית	ע		2	HL
מומחיות	ע		2	HL
פולחן	ע		2	HL
פולחני	ת		2	HL
פורקן	ע		2	HL
אונקל	ע	#,rare,word.,אנקול,is,a,little,more,common.	1	H
פורענות	ע		2	HL
מוגבלות	ע		2	HL
מורכבות	ע		2	HL
דוכסות	ע		2	HL
נחושתי	ת		1	H
דובה	ע		2	HL
דובון	ע		2	HL
דובי	ת		2	HL
חוקי	ת		2	HL
חוקיות	ע		2	HL
חוקה	ע		2	HL
חוקתי	ת		2	HL
חוקתיות	ע		2	HL
תופי	ת		2	HL
אומה	ע		2	HL
לאומי	ת		2	HL
לאומיות	ע		2	HL
לאומני	ת,עם,ארץ=		2	HL
לאומנות	ע,יחיד		2	HL
בינלאומי	ת		2	HL
בינעירוני	ת		1	H
נקודה	ע,זוגי		2	HL
נקודתי	ת	#,note,recognized,by,[3]	2	HL
מועמד	ע		2	HL
מועמדת	ע		2	HL
מועמדות	ע		2	HL
עובדה	ע		2	HL
עובדתי	ת		2	HL
עובדתיות	ע		2	HL
מונח	ע		2	HL
מושא	ע		2	HL
ממוצע	ע		2	HL
מופלא	ת		2	HL
מוכשר	ת		2	HL
פומבי	ת		2	HL
פומביות	ע		2	HL
בולבול	ע		2	HL
בולבוס	ע		1	H
בולמוס	ע	#,[1],and,[3],disagree,wether,the,last,vav,is,cholam,or,shuruk...	2	HL
קולמוס	ע		2	HL
פולמוס	ע		2	HL
פולמוסי	ת		1	H
פולמוסיות	ע		1	H
פולמוסן	ת,נקבה_ית		1	H
פולמוסני	ת	#,almost,the,same,meaning,as,פולמוסי	1	H
פולמוסנות	ע,יחיד	#,almost,the,same,meaning,as,פולמוסיות	1	H
אולפנה	ע	#,[3],spells,this,אולפנא,,says,it,is,Arameic,and,acknowledges,only,the,phrase,"בית,אולפנא".,However,,I,believe,this,word,has,been,assimilated,into,Hebrew,,and,even,used,in,plural.,Therefore,,according,to,an,explicit,academia,decision,,should,be,written,with,ה.,[4],also,writes,it,like,that,,and,accepts,אולפנא,as,an,"uncommon,spelling".	2	HL
קופסה	ע,ות,אות		2	HL
קופסית	ע		1	H
כורסה	ע,ות,אות		2	HL
כופתה	ע,ות,אות		1	H
חומרה	ע		2	HL
עוצבה	ע		2	HL
גלוסקה	ע,אות	#,archaic,literary.	1	H
חוליה	ע	#,note,that,spelt,correctly,,the,ל,has,shva,,hence,only,one,yud!	2	HL
חולייתן	ע	#,Usually,in,plural,,חולייתנים,-,meaning,vertebrates.	1	H
קושיה	ע	#,note,that,spelt,correctly,,the,ש,has,shva,,hence,only,one,yud!	2	HL
שוליה	ע,זכר,נקבה	#,[3],and,[4],agree,that,this,word,has,shuruk,,not,kubuts.,note,that,spelt,correctly,,the,ל,has,shva,,hence,only,one,yud!	2	HL
סוגיה	ע	#,voweled,like,דוגמה,,the,gimmel,has,shva,and,hence,yud,not,doubled.,NOTE:,[3],says,this,word,has,kubuts,,[4],says,shuruk.,[1],recognizes,both,with,preference,to,kubuts.	2	HL
סוליה	ע	#,voweled,like,דוגמה,,the,lamed,has,shva,and,hence,yud,not,doubled.,NOTE:,[3],says,this,word,has,kubuts,,[4],says,shuruk.,[1],recognizes,both,with,preference,to,kubuts.	2	HL
כנופיה	ע	#,note,the,פ,has,shva,,hence,only,one,yud.,NOTE:,[3],says,this,word,has,kubuts,,[4],says,shuruk.,[1],recognizes,both,with,preference,to,kubuts.	2	HL
אוגדה	ע		2	HL
אוגדתי	ת		1	H
גונדה	ע	#,archaic.,Also,used,(with,different,vowels),as,Hebrew,for,"gonad".	1	H
גונדר	ע		2	HL
גונדרית	ע		1	H
כותנה	ע		2	HL
תורפה	ע,יחיד		2	HL
חורשה	ע		2	HL
גומחה	ע		2	HL
אומצה	ע		2	HL
כומתה	ע		2	HL
טומאה	ע		2	HL
בוכנה	ע		2	HL
חוצפה	ע		2	HL
חולדה	ע		2	HL
חופשה	ע		2	HL
מורסה	ע		2	HL
מוגלה	ע,יחיד		2	HL
מוגלתי	ת		1	H
חולצה	ע		2	HL
פונדה	ע	#,The,Hebrew,for,"pouch",(wallet,wore,on,a,belt).	2	HL
גוזמה	ע,ות,אות		1	H
גזוזטרה	ע,ות,אות		1	H
גוזמאי	ת,ם		1	H
סורגה	ע	#,rare,and,new,word,for,sweater,([3],has,it,,[1],does,not)	1	H
חורבה	ע		2	HL
יומרה	ע	#,TODO:,[3],says,this,word,has,kubuts,,but,[1],and,rav-milim,insist,on,kamats,katan!	2	HL
יומרנות	ע		1	H
יומרני	ת		2	HL
אומדן	ע		2	HL
חוצפן	ת,נקבה_ית		2	HL
חוצפנות	ע		1	H
חוצפני	ת		1	H
דוגמן	ע		2	HL
דוגמנית	ע		2	HL
דוגמנות	ע,יחיד		2	HL
מתורגמן	ע		2	HL
מתורגמנית	ע		1	H
קורקבן	ע		1	H
אומן	ע		2	HL
אומנית	ע		2	HL
אומנות	ע		2	HL
קורטוב	ע,אין_נטיות	#,note,קרטב,(with,kamatz,katan),is,also,correct.	2	HL
יוהרה	ע,יחיד	#,shuruk;,note,יהרה,(with,kamatz,katan),is,also,correct,in,[3].	2	HL
רוגזה	ע,יחיד	#,shuruk;,note,רגזה,(with,kamatz,katan),is,also,correct,in,[3].	1	H
זוהמה	ע,יחיד	#,shuruk;,note,זהמה,with,kamatz,katan,&,chataf-kamtz,is,also,correct.,[4],also,allows,a,plural.	2	HL
יוקרה	ע,יחיד	#,shuruk.	2	HL
יוקרתי	ת		2	HL
אולפן	ע		2	HL
חומצה	ע		2	HL
חומצתי	ת		1	H
חומצי	ת	#,[3],refuses,to,acknowledge,this,word,,but,has,חומציות...,Rav-Milim,does,recognize,it.	2	HL
חומציות	ע		2	HL
חולשה	ע		2	HL
בורסה	ע		2	HL
בורסאי	ת		1	H
דובדבן	ע		2	HL
סולם	ע,ות		2	HL
חורבן	ע,ות		2	HL
בוצי	ת		2	HL
נוקשה	ת		2	HL
נוקשות	ע,יחיד		2	HL
אומלל	ת		2	HL
אומללות	ע,יחיד		2	HL
אוכמנית	ע	#,[3],says,this,,not,אוכמנייה,,is,the,correct,singular.	1	H
פוחלץ	ע		1	H
שומן	ע		2	HL
שומני	ת		2	HL
פונדק	ע,ים	#,[2],also,allows,אות	2	HL
פונדקאי	ת,ם		2	HL
פונדקאות	ע,יחיד		2	HL
בורסקי	ת,ם		1	H
בורסקאי	ת,ם	#,[3],doesn't,recognize,this,alternative,form,,but,[4],does,(as,an,alternative).,Especially,in,plural,,it,is,more,commonly,used,now,than,בורסקי.	1	H
בורסקאות	ע,יחיד		1	H
פוזמק	ע,אות	#,[2],also,allows,ות,,while,[1],allows,ים	1	H
בוסתן	ע		2	HL
מוסכמה	ע		2	HL
קובלנה	ע		2	HL
קומקום	ע	#,the,first,waw,was,added,by,ktiv,male	2	HL
הולדת	ע,יחיד		2	HL
יוחס	ע,אין_יחיד,רבים=יוחסין	#,[1],says,the,singular,is,יוחס,with,cholam	2	HL
אוכלוס	ע,אין_יחיד,רבים=אוכלוסין	#,[1],prefers,the,plural,אוכלוסים	1	H
אצטרובל	ע		1	H
אצטרולב	ע	#,archaic,device,,not,to,be,confused,with,אצטרובל...	1	H
סקסטנט	ע		1	H
דומדמנית	ע		1	H
גושפנקה	ע		2	HL
קונדס	ת,נקבה_ית		2	HL
קונדסי	ת		1	H
קונדסות	ע,יחיד		1	H
תובענה	ע	#,often,pronounced,with,cholam,,but,the,official,spelling,is,with,kubuts.	2	HL
קורנס	ע	#,kind,of,heavy,hammer,(archaic,word)	2	HL
חושחש	ע		1	H
אושפיז	ע,רבים=אושפיזין	#,singular,and,various,inflections,not,usually,used	1	H
דובשנית	ע		1	H
כוסמת	ע,אין_נטיות		2	HL
קולה	ע,יחיד	#,opposite,of,חומרה	2	HL
קונטרס	ע	#,note,strange,official,vowelization:,kuntres.	2	HL
קופה	ע		2	HL
קופאי	ע		2	HL
קופאית	ע		1	H
קופתי	ת	#,[3],and,[4],don't,recognize,this,adjective,,but,it's,commonly,used,,in,the,box,office,(cinema),sense,,as,in,הצלחה,קופתית.	1	H
כורכר	ע,אין_נטיות		2	HL
תורמוס	ע,אין_כינויים		2	HL
עוזרר	ע,אין_כינויים		1	H
חורשף	ע	#,artichoke.,see,also,קנרס	1	H
תוכון	ע		1	H
עוזרר	ע,אין_כינויים	#,kind,of,plant	1	H
עילי	ת		2	HL
עיקר	ע		2	HL
עיקרי	ת		2	HL
עיסוק	ע		2	HL
ריקוד	ע		2	HL
אימון	ע		2	HL
אימות	ע,ים		2	HL
קיבוץ	ע		2	HL
קיבוצי	ת		2	HL
קיבוצניק	ת,נקבה_ית	#,called,"colloquial",by,[3],and,[4].,The,formal,alternatives,are,חבר,קיבוץ,or,בן,קיבוץ.	2	HL
גיבור	ע		2	HL
גיבורה	ע		2	HL
שיפון	ע,אין_נטיות		2	HL
נישום	ע		2	HL
נישומה	ע	#,[3],also,allows,נישומת.,[4],doesn't,,and,nobody,uses,that,form.	1	H
מילון	ע		2	HL
מילוני	ת		2	HL
שיכור	ת		2	HL
ריבון	ע		2	HL
ריבוני	ת		2	HL
ריבונות	ע		2	HL
רימון	ע		2	HL
קיפוד	ע		2	HL
קיפודי	ת		2	HL
צילון	ע		1	H
סיפור	ע		2	HL
סיפורי	ת		2	HL
עיצוב	ע		2	HL
עיצובי	ת	#,not,in,[3],or,[4],,but,in,some,use.	2	HL
פיסול	ע		2	HL
פיסולי	ת		2	HL
ניחות	ע	#,physics,term.,[3],says,it,also,means,שלווה.	1	H
חיבוט	ע		1	H
זיקוק	ע,ים,רבים=זיקוקין	#,זיקוקים,,זיקוקין,דינור	2	HL
סיבוך	ע		2	HL
סיבוכיות	ע	#,computer,science,term:,complexity	1	H
שילום	ע	#,usually,in,plural,form:,שילומים	1	H
שיתוך	ע	#,The,rarely,used,Hebrew,word,for,corrosion	1	H
כימות	ע,יחיד		2	HL
קישור	ע		2	HL
גילול	ע	#,Literary,derogatory,word,for,idol.,Usually,in,plural,([4],accepts,only,the,plural,,but,[1],and,[3],also,list,the,singular).	1	H
ריקון	ע,יחיד	#,[4],says,chirik,male,,[3],says,chirik,chaser,-,but,the,niqqud-less,spelling,has,a,yod,anyway.	2	HL
מיקור	ע,אין_נטיות	#,Used,only,in,the,phrase,מיקור,חוץ,(outsourcing)	2	HL
ריבוד	ע		2	HL
קיטוע	ע		2	HL
שילוח	ע		2	HL
שילוחי	ת	#,Legal,term,,mainly,in,the,phrase,"אחריות,שילוחית".	1	H
צילום	ע		2	HL
צילומי	ת	#,not,in,[3],or,in,[4],but,in,use,,esp.,in,the,phrase,זיכרון,צילומי.	2	HL
עימות	ע,ים		2	HL
עיקוף	ע		1	H
חילון	ע,יחיד		2	HL
חיקוק	ע	#,a,rare,alternative,for,"חקיקה",,or,can,also,mean,חריתה.	2	HL
זילוף	ע		1	H
היתול	ע		1	H
היתולי	ת		2	HL
קישוט	ע		2	HL
קישוטי	ת		2	HL
דיבוק	ע		2	HL
הידוד	ע	#,The,Academia,invented,this,word,for,"Interaction".,It,is,not,used.	1	H
הידודי	ת	#,The,Academia,invented,this,word,for,"Interactive".,It,is,still,rare.	1	H
זיגוג	ע		2	HL
סיגוף	ע		1	H
שיזוף	ע		2	HL
שיטור	ע,יחיד		2	HL
גידול	ע	#,singular,means,increase,or,crop,,plural,always,means,crops.	2	HL
קיטון	ע,יחיד		2	HL
עיקוב	ע	#,[3],considers,this,literary,,for,more,common,מעקב.	2	HL
עיכוב	ע		2	HL
ניתוח	ע		2	HL
ניתוחי	ת	#,related,to,surgery.	2	HL
חידוד	ע,ים,רבים=חידודין		2	HL
גיבוש	ע		2	HL
גיבושון	ע	#,army,lingo	1	H
תימוך	ע,אין_יחיד,רבים=תימוכין		1	H
שיתוף	ע		2	HL
שיתופי	ת		2	HL
שיפול	ע,אין_יחיד	#,[3],acknowledges,the,singular,,but,[4],(and,I),doesn't.	1	H
הילול	ע,אין_יחיד	#,[3],acknowledges,the,singular,,but,[4],(and,I),doesn't.	1	H
ריכוז	ע		2	HL
ריכוזי	ת		2	HL
ריכוזיות	ע		2	HL
פיקוד	ע		2	HL
פיקודי	ת		2	HL
חיסון	ע		2	HL
חיסוני	ת	#,not,recognized,by,[3],,I,don't,know,why.	2	HL
לימוד	ע		2	HL
לימודי	ת		2	HL
עיצור	ע		2	HL
עיצורי	ת	#,[2],or,[3],don't,recognize,this,word,,and,prefer,"...,הבאה,לציין,עיצור".,But,Rav-milim,recognizes,this,word.	1	H
ניקוד	ע		2	HL
פיגום	ע		2	HL
מינון	ע		2	HL
איפול	ע		2	HL
איטום	ע		2	HL
איפוק	ע		2	HL
חיקור	ע		1	H
עיטוש	ע		2	HL
צידוק	ע		2	HL
קיבול	ע		2	HL
קידוח	ע		2	HL
שימוע	ע		2	HL
חינוך	ע		2	HL
חינוכי	ת		2	HL
ויסות	ע,ים		2	HL
עיוות	ע,ים		2	HL
עיקול	ע		2	HL
דיפון	ע		1	H
כישור	ע		2	HL
דיוור	ע,יחיד		2	HL
איסוף	ע,יחיד		2	HL
עילום	ע,יחיד	#,inflections,aren't,useful	1	H
רישול	ע,יחיד		1	H
היתוך	ע		2	HL
סיפון	ע		2	HL
שיפוד	ע		2	HL
איתות	ע,ים		2	HL
כיסוף	ע	#,[3],says,it,is,usually,used,in,plural	1	H
שיפוט	ע		2	HL
שיפוטי	ת		2	HL
עידון	ע		2	HL
מיזוג	ע		2	HL
מידור	ע		2	HL
אינוס	ע	#,not,recognized,by,[3],,but,recognized,by,[2],and,[4].	2	HL
עיצום	ע	#,note,that,singular,and,plural,have,different,meaning.	1	H
כיבוש	ע		2	HL
הילוך	ע		2	HL
פיטור	ע,אין_יחיד,ים,רבים=פיטורין	#,פיטורים	1	H
נישוא	ע,אין_יחיד,ים,רבים=נישואין	#,נישואים	1	H
קידוש	ע,ים,רבים=קידושין	#,קידושים	2	HL
שידוך	ע,ים,רבים=שידוכין	#,שידוכים	2	HL
סימוך	ע,אין_יחיד,ים,רבים=סימוכין	#,סימוכים	1	H
מילוא	ע	#,useful,inflections:,נטיות,יחיד,)לא,נפרד(,ונפרד,רבים,-,מילואים.	2	HL
מילואיםניק	ת,נקבה_ית	#,colloquial	1	H
רישום	ע		2	HL
אישום	ע		2	HL
אישור	ע		2	HL
אישוש	ע		2	HL
בימוי	ע		2	HL
ניכוי	ע		2	HL
ליקוי	ע		2	HL
עיתוי	ע		2	HL
בינוי	ע		2	HL
עיסוי	ע		2	HL
חיקוי	ע		2	HL
היגוי	ע,יחיד		2	HL
ציווי	ע		2	HL
סיכוי	ע		2	HL
ביטוי	ע		2	HL
מיפוי	ע		2	HL
רישוי	ע,יחיד		2	HL
ריבוי	ע,יחיד		2	HL
שיקוי	ע		2	HL
ניסוי	ע		2	HL
ניסויי	ת	#,Yes,,the,plural,has,3,consecutive,yods.,The,Academia,even,explicitly,mentions,this,example,in,http://hebrew-academy.huji.ac.il/decision3.html.	2	HL
עילוי	ע		2	HL
בידור	ע		2	HL
בידורי	ת		2	HL
בידוק	ע		2	HL
ביגוד	ע		2	HL
בילוש	ע		2	HL
ביסוס	ע		2	HL
ביצור	ע		2	HL
ציבור	ע		2	HL
ציבורי	ת		2	HL
ציבוריות	ע		2	HL
דיבור	ע		2	HL
עיכול	ע		2	HL
מיתוג	ע		2	HL
חיתוך	ע		2	HL
חיבוק	ע		2	HL
היפוך	ע		2	HL
ניגוד	ע		2	HL
ניגודי	ת		2	HL
ניגודיות	ע		2	HL
ניגוב	ע		2	HL
ניגון	ע		2	HL
חיזוק	ע		2	HL
חיסול	ע		2	HL
ביקור	ע		2	HL
ביקוש	ע		2	HL
ליכוד	ע		2	HL
מימוש	ע		2	HL
שיקול	ע		2	HL
שיקום	ע		2	HL
שיקומי	ת		2	HL
שיקוף	ע		2	HL
שיקוץ	ע		1	H
תיקון	ע		2	HL
סידור	ע		2	HL
סידורי	ת		2	HL
דילוג	ע		2	HL
דימום	ע		2	HL
דיקור	ע		2	HL
דישון	ע		2	HL
סיכום	ע		2	HL
סיכול	ע		2	HL
סיכון	ע		2	HL
סימון	ע		2	HL
סילוף	ע		2	HL
צימוק	ע		1	H
עיגול	ע		2	HL
ריבוע	ע		2	HL
ריבועי	ת		2	HL
כיוון	ע		2	HL
כיווני	ת		2	HL
שיווק	ע		2	HL
כיווץ	ע		2	HL
ביטול	ע		2	HL
טיפול	ע		2	HL
טיפולי	ת		2	HL
טיפוס	ע		2	HL
חישוב	ע		2	HL
חישובי	ת		2	HL
חישול	ע		2	HL
חישוק	ע		2	HL
חישור	ע		1	H
חישוף	ע	#,archaic,like,"חישופי,צווארה",,modern,usage,in,IDF.	2	HL
כישוף	ע		2	HL
חיתול	ע		2	HL
טיטול	ע	#,colloquial,,generalized,trade-mark	1	H
חיתום	ע		2	HL
חיתון	ע		2	HL
איסור	ע		2	HL
חיבור	ע		2	HL
חיסור	ע		2	HL
חילוק	ע		2	HL
חילוף	ע		2	HL
איפור	ע		2	HL
איפוס	ע		2	HL
מימון	ע		2	HL
מימוני	ת		2	HL
