lemma,paradigm,tags,sources,decision_(accept|reject|defer),reviewer,notes
כלביות,ע,יחיד,,1,,,
גמדת,ע,#,[3],gives,only,גמדת,as,the,female,of,גמד,,but,[4],also,gives,גמדה.,Doing,a,Google,search,,גמדה,is,overwhelmingly,more,popular,than,גמדת.,1,,,
גמדות,ע,יחיד,,1,,,
זרא,ע,אין_נטיות,#,in,the,phrase,היה,לו,לזרא.,1,,,
מקווקו,ת,נקבה_ת,,1,,,
משנאי,ת,,1,,,
מיניק,ת,יחידה=מינקת,נקבה_ה,,1,,,
יפהפי,ת,שמור_ה,ם,נקבה_ה,יחיד=יפהפה,,1,,,
יפיפי,ת,שמור_ה,ם,נקבה_ה,יחיד=יפיפה,#,alternate,valid,spelling,1,,,
סומ,ת,יחיד=סומא,יחידה=סומאה,,1,,,
קירחות,ע,,1,,,
סיאוב,ע,יחיד,,1,,,
חירוף,ע,,1,,,
חירוק,ע,#,in,the,phrase,חירוק,שיניים,1,,,
סירוג,ע,רבים=סירוגין,#,most,inflections,of,this,aren't,used...,1,,,
גהות,ע,יחיד,#,Hebrew,word,for,hygene.,Only,used,in,phrase,"בטיחות,וגיהות".,[5],doesn't,add,yod,,and,it,is,likely,that,this,is,correct,(see,discussion,in,niqqudless.odt).,TODO:,reconsider,1,,,
דיראון,ע,ות,,1,,,
גירעוני,ת,,1,,,
הריוני,ת,,1,,,
זירעון,ע,#,Vowelled,tserei-shva.,This,word,is,explicitly,listed,in,the,academia's,rules,as,a,case,of,tashlum,dagesh,,like,קילשון,(with,dagesh,in,lamed).,See,also,argument,on,קלשון/קילשון,below.,See,also,לשוננו,לעם,נא-נב,ד,"כללי,נטיית,השם",,page,184,,which,says,the,same,thing.,1,,,
היקשי,ת,,1,,,
היגד,ע,,1,,,
היסע,ע,,1,,,
הינף,ע,,1,,,
הינד,ע,,1,,,
היצג,ע,#,Academia,translation,for,אקספוזיציה,1,,,
דווה,ת,,1,,,
רוויון,ע,יחיד,,1,,,
ברווזה,ע,,1,,,
ברווזון,ע,,1,,,
תאוותן,ת,נקבה_ית,,1,,,
תאוותנות,ע,יחיד,,1,,,
תאוותני,ת,,1,,,
ראוותן,ת,נקבה_ית,,1,,,
ראוותנות,ע,יחיד,,1,,,
שעוונית,ע,,1,,,
פרוותי,ת,#,colloquial,,not,in,[3],or,[4],1,,,
קשווה,ע,,1,,,
דוורית,ע,,1,,,
נוודית,ע,#,this,is,the,feminine,form,of,נווד,prefered,by,[3],and,[1],1,,,
נוודה,ע,#,this,is,the,feminine,form,prefered,by,Dan,and,accepted,by,Rav,Millim.,1,,,
נוודת,ע,#,this,is,the,feminine,form,of,נווד,prefered,by,[2],1,,,
נוודות,ע,יחיד,,1,,,
נוודי,ת,,1,,,
נווטת,ע,,1,,,
נווטות,ע,יחיד,,1,,,
סוורית,ע,,1,,,
סוורות,ע,יחיד,,1,,,
חווט,ע,אין_כינויים,,1,,,
פרוורי,ת,,1,,,
ענוותן,ת,נקבה_ית,,1,,,
ענוותנות,ע,יחיד,,1,,,
חוואית,ע,,1,,,
משוורת,ע,,1,,,
מכוורת,ע,,1,,,
כוורן,ת,נקבה_ית,,1,,,
כוורנות,ע,יחיד,,1,,,
מדווה,ע,ים,סגול_ה,#,not,in,modern,use.,1,,,
מדווה,ת,#,not,in,modern,use.,1,,,
גאוותני,ת,,1,,,
גאוותנות,ע,,1,,,
שוועה,ע,,1,,,
זוויג,ע,#,meaning,"gender",1,,,
זוויגי,ת,,1,,,
צווחן,ת,נקבה_ית,,1,,,
צווחני,ת,,1,,,
צווחנות,ע,יחיד,#,not,in,[3],,but,in,[4].,Extremely,rarely,used.,1,,,
סנוור,ע,אין_יחיד,#,סנוורים,1,,,
משווני,ת,#,not,recognized,by,[3]...,1,,,
אווילות,ע,,1,,,
אוושה,ע,,1,,,
חווק,ע,,1,,,
סתוונית,ע,,1,,,
עוויתי,ת,,1,,,
קוונית,ע,,1,,,
קוונות,ע,יחיד,#,TODO:,consider,removing,this,word,,easily,confused,with,כוונות.,1,,,
תרווד,ע,,1,,,
פרוון,ע,,1,,,
פרוונית,ע,,1,,,
דווקני,ת,,1,,,
דווקנות,ע,יחיד,,1,,,
עווע,ע,אין_יחיד,אין_כינויים,#,Usually,in,phrases,like,רוח,עוועים.,Note:,the,supposed,singular,עיווע,is,on,the,same,mishkal,as,אילם.,However,,because,the,singular,doesn't,exist,,and,the,plural,has,shva,nach,in,the,waw,,we,don't,add,yod.,[3],and,[4],agree.,1,,,
אלמות,ע,נפרד=אלמוות,יחיד,זכר,,1,,,
אלמותי,ת,,1,,,
חדגוני,ת,,1,,,
חדגוניות,ע,,1,,,
רבגוניות,ע,,1,,,
תוך,ע,ות,נפרד=תווך,,1,,,
סתו,ע,נפרד=סתיו,נסמך=סתיו,,1,,,
סייחה,ע,,1,,,
סייען,ע,,1,,,
סייענית,ע,,1,,,
שחיינות,ע,יחיד,,1,,,
נסיין,ע,,1,,,
נסיינית,ע,,1,,,
צליין,ע,,1,,,
צליינית,ע,,1,,,
צליינות,ע,יחיד,,1,,,
תליינית,ע,,1,,,
שתיינות,ע,יחיד,,1,,,
בליינות,ע,יחיד,,1,,,
בכיינות,ע,יחיד,,1,,,
בכייני,ת,,1,,,
דייקני,ת,,1,,,
צייתני,ת,,1,,,
חייכני,ת,,1,,,
ביישני,ת,,1,,,
פייסן,ת,נקבה_ית,,1,,,
פייסנות,ע,יחיד,,1,,,
פייסני,ת,,1,,,
צייצני,ת,,1,,,
קייטן,ת,נקבה_ית,,1,,,
פייטנית,ע,,1,,,
חקיינות,ע,,1,,,
חייטת,ע,,1,,,
סיירית,ע,,1,,,
דייגת,ע,,1,,,
דיינות,ע,יחיד,,1,,,
כייס,ע,,1,,,
כייסת,ע,,1,,,
כייסות,ע,יחיד,,1,,,
תיירן,ע,#,tour,organizer,1,,,
תיירנית,ע,,1,,,
סיידת,ע,,1,,,
סיידות,ע,יחיד,,1,,,
טייח,ע,,1,,,
טייחת,ע,,1,,,
טייחות,ע,יחיד,,1,,,
סייס,ע,,1,,,
סייסת,ע,,1,,,
סייסות,ע,יחיד,,1,,,
סייפת,ע,,1,,,
סייפית,ע,#,NOTE:,[4],says,סייפית,,not,סייפת.,[3],accepts,both.,Perhaps,accepting,only,סייפת,would,make,sense,,looking,at,other,words,similar,to,this,,all,using,ת,for,feminine.,1,,,
תעשיינית,ע,,1,,,
ייחור,ע,,1,,,
יישומון,ע,#,computer,term,1,,,
יידעוני,ת,ם,,1,,,
זייפנית,ע,,1,,,
זייפנות,ע,,1,,,
חיישנות,ע,יחיד,,1,,,
צייקן,ת,נקבה_ית,#,literary,1,,,
צייקנות,ע,יחיד,,1,,,
צייקני,ת,,1,,,
חייבר,ע,אין_נטיות,,1,,,
מאיית,ע,ים,#,recently,,this,has,come,to,mean,a,spell-checker,software.,[4],has,this,sense,,[3],doesn't.,1,,,
גוביינה,ע,אין_נטיות,#,[4],prefers,גוביינא,,but,the,Academia,decided,(decision,mentioned,on,their,site),גוביינה,,with,shuruk.,1,,,
בלייעל,ע,אין_נטיות,,1,,,
מתנייע,ת,,1,,,
שכמייה,ע,,1,,,
אטרייה,ע,,1,,,
דלייה,ע,,1,,,
נגרייה,ע,,1,,,
מרפדייה,ע,,1,,,
סנדלרייה,ע,,1,,,
סימנייה,ע,,1,,,
נמייה,ע,,1,,,
שכייה,ע,#,בביטוי:,שכיות,חמדה,1,,,
ארייה,ע,#,rare,word,,meaning,picking,of,figs,1,,,
מימייה,ע,,1,,,
צרכנייה,ע,,1,,,
חמנייה,ע,#,in,[1].,note,that,[3],says,the,official,word,is,חמנית...,1,,,
חמנית,ע,#,rarely,used,spelling,(see,חמנייה),1,,,
פנימייתי,ת,,1,,,
שביעייה,ע,,1,,,
שמינייה,ע,,1,,,
תשיעייה,ע,,1,,,
עשירייה,ע,,1,,,
אלפייה,ע,#,slang,1,,,
גומייה,ע,,1,,,
מלחייה,ע,#,note:,[3],declares,this,wrong,,and,corrects,to:,ממלחה.,1,,,
כרטיסייה,ע,,1,,,
חשבונייה,ע,#,TRODO:,strangely,,[3],doesn't,have,this,word!,1,,,
פתילייה,ע,,1,,,
תקליטייה,ע,,1,,,
סרטייה,ע,,1,,,
עשבייה,ע,,1,,,
גזייה,ע,,1,,,
ימייה,ע,#,"navy",1,,,
מסגרייה,ע,,1,,,
ברזייה,ע,,1,,,
כתפייה,ע,,1,,,
מגדנייה,ע,,1,,,
מצייה,ע,,1,,,
מכבייה,ע,אין_כינויים,,1,,,
סבונייה,ע,,1,,,
פודרייה,ע,,1,,,
פיצוצייה,ע,#,recent,colloquial,1,,,
שקדייה,ע,,1,,,
ברכייה,ע,#,kind,of,duck,(Mallard),1,,,
תמרוקייה,ע,,1,,,
מרקייה,ע,,1,,,
נוטרייה,ע,#,kind,of,animal,1,,,
נפחייה,ע,,1,,,
פחחייה,ע,,1,,,
נשקייה,ע,,1,,,
צמיגייה,ע,,1,,,
כילאי,ת,ם,יחיד=כיליי,,1,,,
בובתי,ת,,1,,,
בוצה,ע,יחיד,#,Note,shuruk,,not,cholam,,contrary,to,most,speakers.,[4],allows,plural,,but,I,don't,think,it's,useful.,1,,,
אסקופה,ע,,1,,,
חרצובה,ע,,1,,,
אגודתי,ת,,1,,,
קווצה,ע,#,a,bunch,of,hair.,watch,out,for,the,confusion,with,קבוצה!,1,,,
שדולן,ע,#,[4],says,that,שדלן,is,an,archaic,form,of,this,word.,See,also,שתדלן.,1,,,
שדולנית,ע,,1,,,
שדולנות,ע,יחיד,,1,,,
טוגן,ע,אין_יחיד,#,טוגנים,1,,,
שונר,ע,#,lynx,1,,,
מצולע,ע,,1,,,
מצורעת,ע,,1,,,
משובע,ע,,1,,,
משובע,ת,נקבה_ת,,1,,,
מתושע,ע,,1,,,
מתושע,ת,נקבה_ת,,1,,,
מעוין,ע,,1,,,
מסוקרן,ת,נקבה_ת,,1,,,
מפולפל,ת,נקבה_ת,,1,,,
מגורען,ת,נקבה_ת,,1,,,
מהוקצע,ת,נקבה_ת,,1,,,
מצועצע,ת,נקבה_ת,,1,,,
מרומזר,ת,נקבה_ת,,1,,,
מכופתר,ת,נקבה_ת,,1,,,
מכורכם,ת,נקבה_ת,,1,,,
מפורזל,ת,נקבה_ת,,1,,,
מדובלל,ת,נקבה_ת,,1,,,
מגונדר,ת,נקבה_ת,,1,,,
מלוכסן,ת,נקבה_ת,,1,,,
מזורגג,ת,נקבה_ת,#,slang,1,,,
מטורזן,ת,נקבה_ת,#,old,slang,,meaning,מגונדר,1,,,
מתוסבך,ת,נקבה_ת,#,[4],calls,this,colloquial,([3],doesn't),1,,,
מקורנן,ת,נקבה_ת,#,usually,slang,1,,,
מרופרף,ת,נקבה_ת,#,in,[4],,but,not,in,[3],1,,,
מחוצף,ת,נקבה_ת,,1,,,
מחוטט,ת,נקבה_ת,,1,,,
מבודח,ת,נקבה_ת,,1,,,
משופם,ת,נקבה_ת,,1,,,
ממוצק,ת,נקבה_ת,,1,,,
משוכן,ת,נקבה_ת,,1,,,
מסומא,ת,נקבה_ת,,1,,,
מחויך,ת,נקבה_ת,,1,,,
מפויס,ת,נקבה_ת,,1,,,
מפויח,ת,נקבה_ת,,1,,,
מפוגל,ת,נקבה_ת,,1,,,
מפולח,ת,נקבה_ת,,1,,,
מיותם,ת,נקבה_ת,,1,,,
מיונן,ת,נקבה_ת,,1,,,
מיוחם,ת,נקבה_ת,,1,,,
מיוחל,ת,נקבה_ת,,1,,,
מעונב,ת,נקבה_ת,,1,,,
משומד,ת,נקבה_ת,,1,,,
