lemma,paradigm,tags,sources,decision_(accept|reject|defer),reviewer,notes
מרופש,ת,נקבה_ת,,1,,,
מנומש,ת,נקבה_ת,,1,,,
מסוקס,ת,נקבה_ת,,1,,,
מפולש,ת,נקבה_ת,,1,,,
מצונף,ת,נקבה_ת,,1,,,
מקושת,ת,נקבה_ת,,1,,,
מרובד,ת,נקבה_ת,,1,,,
מחוור,ת,נקבה_ת,,1,,,
מדוור,ת,נקבה_ת,,1,,,
מיוגע,ת,נקבה_ת,,1,,,
מופסד,ת,נקבה_ת,,1,,,
מופלה,ת,נקבה_ת,#,with,segol,in,lamed,1,,,
מעוצה,ת,,1,,,
מנוצה,ת,,1,,,
מבונה,ת,,1,,,
אונקל,ע,#,rare,word.,אנקול,is,a,little,more,common.,1,,,
נחושתי,ת,,1,,,
בינעירוני,ת,,1,,,
בולבוס,ע,,1,,,
פולמוסי,ת,,1,,,
פולמוסיות,ע,,1,,,
פולמוסן,ת,נקבה_ית,,1,,,
פולמוסני,ת,#,almost,the,same,meaning,as,פולמוסי,1,,,
פולמוסנות,ע,יחיד,#,almost,the,same,meaning,as,פולמוסיות,1,,,
קופסית,ע,,1,,,
כופתה,ע,ות,אות,,1,,,
גלוסקה,ע,אות,#,archaic,literary.,1,,,
חולייתן,ע,#,Usually,in,plural,,חולייתנים,-,meaning,vertebrates.,1,,,
אוגדתי,ת,,1,,,
גונדה,ע,#,archaic.,Also,used,(with,different,vowels),as,Hebrew,for,"gonad".,1,,,
גונדרית,ע,,1,,,
מוגלתי,ת,,1,,,
גוזמה,ע,ות,אות,,1,,,
גזוזטרה,ע,ות,אות,,1,,,
גוזמאי,ת,ם,,1,,,
סורגה,ע,#,rare,and,new,word,for,sweater,([3],has,it,,[1],does,not),1,,,
יומרנות,ע,,1,,,
חוצפנות,ע,,1,,,
חוצפני,ת,,1,,,
מתורגמנית,ע,,1,,,
קורקבן,ע,,1,,,
רוגזה,ע,יחיד,#,shuruk;,note,רגזה,(with,kamatz,katan),is,also,correct,in,[3].,1,,,
חומצתי,ת,,1,,,
בורסאי,ת,,1,,,
אוכמנית,ע,#,[3],says,this,,not,אוכמנייה,,is,the,correct,singular.,1,,,
פוחלץ,ע,,1,,,
בורסקי,ת,ם,,1,,,
בורסקאי,ת,ם,#,[3],doesn't,recognize,this,alternative,form,,but,[4],does,(as,an,alternative).,Especially,in,plural,,it,is,more,commonly,used,now,than,בורסקי.,1,,,
בורסקאות,ע,יחיד,,1,,,
פוזמק,ע,אות,#,[2],also,allows,ות,,while,[1],allows,ים,1,,,
אוכלוס,ע,אין_יחיד,רבים=אוכלוסין,#,[1],prefers,the,plural,אוכלוסים,1,,,
אצטרובל,ע,,1,,,
אצטרולב,ע,#,archaic,device,,not,to,be,confused,with,אצטרובל...,1,,,
סקסטנט,ע,,1,,,
דומדמנית,ע,,1,,,
קונדסי,ת,,1,,,
קונדסות,ע,יחיד,,1,,,
חושחש,ע,,1,,,
אושפיז,ע,רבים=אושפיזין,#,singular,and,various,inflections,not,usually,used,1,,,
דובשנית,ע,,1,,,
קופאית,ע,,1,,,
קופתי,ת,#,[3],and,[4],don't,recognize,this,adjective,,but,it's,commonly,used,,in,the,box,office,(cinema),sense,,as,in,הצלחה,קופתית.,1,,,
עוזרר,ע,אין_כינויים,,1,,,
חורשף,ע,#,artichoke.,see,also,קנרס,1,,,
תוכון,ע,,1,,,
עוזרר,ע,אין_כינויים,#,kind,of,plant,1,,,
נישומה,ע,#,[3],also,allows,נישומת.,[4],doesn't,,and,nobody,uses,that,form.,1,,,
צילון,ע,,1,,,
ניחות,ע,#,physics,term.,[3],says,it,also,means,שלווה.,1,,,
חיבוט,ע,,1,,,
סיבוכיות,ע,#,computer,science,term:,complexity,1,,,
שילום,ע,#,usually,in,plural,form:,שילומים,1,,,
שיתוך,ע,#,The,rarely,used,Hebrew,word,for,corrosion,1,,,
גילול,ע,#,Literary,derogatory,word,for,idol.,Usually,in,plural,([4],accepts,only,the,plural,,but,[1],and,[3],also,list,the,singular).,1,,,
שילוחי,ת,#,Legal,term,,mainly,in,the,phrase,"אחריות,שילוחית".,1,,,
עיקוף,ע,,1,,,
זילוף,ע,,1,,,
היתול,ע,,1,,,
הידוד,ע,#,The,Academia,invented,this,word,for,"Interaction".,It,is,not,used.,1,,,
הידודי,ת,#,The,Academia,invented,this,word,for,"Interactive".,It,is,still,rare.,1,,,
סיגוף,ע,,1,,,
גיבושון,ע,#,army,lingo,1,,,
תימוך,ע,אין_יחיד,רבים=תימוכין,,1,,,
שיפול,ע,אין_יחיד,#,[3],acknowledges,the,singular,,but,[4],(and,I),doesn't.,1,,,
הילול,ע,אין_יחיד,#,[3],acknowledges,the,singular,,but,[4],(and,I),doesn't.,1,,,
עיצורי,ת,#,[2],or,[3],don't,recognize,this,word,,and,prefer,"...,הבאה,לציין,עיצור".,But,Rav-milim,recognizes,this,word.,1,,,
חיקור,ע,,1,,,
דיפון,ע,,1,,,
עילום,ע,יחיד,#,inflections,aren't,useful,1,,,
רישול,ע,יחיד,,1,,,
כיסוף,ע,#,[3],says,it,is,usually,used,in,plural,1,,,
עיצום,ע,#,note,that,singular,and,plural,have,different,meaning.,1,,,
פיטור,ע,אין_יחיד,ים,רבים=פיטורין,#,פיטורים,1,,,
נישוא,ע,אין_יחיד,ים,רבים=נישואין,#,נישואים,1,,,
סימוך,ע,אין_יחיד,ים,רבים=סימוכין,#,סימוכים,1,,,
מילואיםניק,ת,נקבה_ית,#,colloquial,1,,,
שיקוץ,ע,,1,,,
צימוק,ע,,1,,,
חישור,ע,,1,,,
טיטול,ע,#,colloquial,,generalized,trade-mark,1,,,
ביעות,ע,ים,,1,,,
קיטום,ע,יחיד,,1,,,
עידור,ע,יחיד,,1,,,
כיחלון,ע,יחיד,,1,,,
כימשון,ע,יחיד,אין_כינויים,,1,,,
קימחון,ע,יחיד,אין_כינויים,,1,,,
עיצבון,ע,ות,,1,,,
שיברון,ע,ות,#,usually,as,שיברון-לב.,1,,,
שיגעוני,ת,,1,,,
שיגיון,ע,ות,,1,,,
שיגיוני,ת,,1,,,
שיגרון,ע,ות,,1,,,
שיגרוני,ת,,1,,,
ניכיון,ע,ות,,1,,,
כישרוני,ת,,1,,,
ביזיוני,ת,#,[4],and,[2],recognize,this,,[3],doesn't,(to,me,,it,sounds,a,bit,slangish...).,Note,the,added,yod,,despite,the,shwa,nach,,because,of,the,base,word,ביזיון.,see,also,תימהוני.,1,,,
פיכחון,ע,יחיד,#,ות,1,,,
פיקחון,ע,יחיד,אין_כינויים,#,ות,-,in,the,phrase,"פקחון,עיניים".,Watch,out,not,to,confuse,it,with,פיכחון.,1,,,
שיממון,ע,יחיד,#,ות,1,,,
שידפון,ע,יחיד,#,ות,1,,,
תימהון,ע,יחיד,#,ות,1,,,
תימהוני,ת,,1,,,
תימהונות,ע,יחיד,,1,,,
כיליון,ע,יחיד,#,ות,1,,,
שיזפון,ע,יחיד,#,ות.,means,שיזוף.,1,,,
גיזרון,ע,#,Hebrew,word,for,"etymology".,[4],think,ים,,[3],doesn't,have,plural.,[2],and,[1],thinks,ים,,but,vowel,this,word,differently,,like,מכשול,(the,academia,decidea,,however,,that,the,voweling,should,be,like,זיכרון).,1,,,
גיזרוני,ת,#,etymological,1,,,
חינמון,ע,#,Note,that,unlike,ביטאון,,in,this,word,there,is,a,chirik,maleh.,1,,,
קיקיוני,ת,,1,,,
ביצועיסט,ת,נקבה_ית,#,colloquial,1,,,
פיקחות,ע,יחיד,,1,,,
פיקחי,ת,,1,,,
פיכח,ת,נקבה_ת,#,unfortunately,easily,confused,with,פיקח,:(,1,,,
פיכחות,ע,יחיד,,1,,,
פיסח,ת,נקבה_ת,,1,,,
חיגר,ת,נקבה_ת,,1,,,
איטרות,ע,יחיד,,1,,,
גיבח,ת,נקבה_ת,#,מילה,נדירה,-,קירח,מלפנים.,1,,,
קישח,ת,נקבה_ת,,1,,,
קישחות,ע,יחיד,,1,,,
גידם,ת,נקבה_ת,,1,,,
קיטע,ת,נקבה_ת,,1,,,
עילגות,ע,יחיד,,1,,,
עיקשות,ע,יחיד,,1,,,
טפשון,ת,נקבה_ת,#,considered,colloquial.,note,that,in,feminine,singular,,there,is,ו,only,in,ktiv,maleh.,Compare,טיפשונת,to,משקולת.,1,,,
שילש,ע,,1,,,
ריבע,ע,,1,,,
כינמת,ע,אין_נטיות,,1,,,
אמיתה,ע,#,Axiom.,Note,extra,yod!,And,note,אמיתות,is,plural,of,אמיתה,,while,אמתות,(with,shuruk,-,truthfullness),is,written,without,extra,yod.,1,,,
נשייה,ע,#,בביטוי:,תהום,הנשייה,1,,,
כלימה,ע,,1,,,
תחיקה,ע,,1,,,
תחיקתי,ת,,1,,,
משיסה,ע,אין_נטיות,#,archaic,,meaning,robbery,1,,,
סלסילה,ע,,1,,,
סעיפה,ע,ים,אין_יחיד,,1,,,
נידות,ע,יחיד,#,the,state,of,being,in,נידה.,Unfortunately,this,can,also,be,a,misspelling,of,the,far,more,common,word,ניידות.,1,,,
חיתה,ע,יחיד,#,literary,word,meaning,fear,,terror.,Usually,used,inflected,,in,the,phrase,הפיל,חתתו,1,,,
ביצתי,ת,,1,,,
מידתיות,ע,#,usually,legalese,1,,,
כיתתיות,ע,,1,,,
מילית,ע,,1,,,
איכרה,ע,#,Strangely,,[3],only,recognizes,the,feminine,איכרה,,[4],both,איכרה,and,איכרית,,and,[5],איכרית,and,איכרת.,On,Google,,איכרה,is,by,far,the,most,common.,As,we,add,the,adjective,below,,איכרית,will,also,be,recognized,,but,as,an,adjective.,1,,,
שיננית,ע,,1,,,
עילאות,ע,,1,,,
גלגילית,ע,#,skate,1,,,
מידבק,ת,#,yes,,contagious,is,pronounced,midabek,,not,medabek.,1,,,
אימונית,ע,,1,,,
זיבורית,ע,יחיד,,1,,,
איתורית,ע,#,Pager.,Note,that,איתורית,is,a,tradmark,,but,commonly,used,as,generic.,1,,,
זימונית,ע,,1,,,
מיקח,ע,אין_נטיות,,1,,,
תחילי,ת,,1,,,
חלזוני,ת,#,means,ספירלי,1,,,
אשת,ע,נפרד=אישה,רבים=נשים,,1,,,
אשת,ע,נפרד=אישה,רבים=נשות,#,nifradim,is,useless,,but,same,as,nismachim,anyway.,1,,,
מגורר,ת,נקבה_ת,,1,,,
מגורד,ת,נקבה_ת,,1,,,
מחורץ,ת,נקבה_ת,,1,,,
מפורד,ת,נקבה_ת,,1,,,
ממורט,ת,נקבה_ת,,1,,,
מסואב,ת,נקבה_ת,,1,,,
מצועף,ת,נקבה_ת,,1,,,
מפורץ,ת,נקבה_ת,,1,,,
מפוהק,ת,נקבה_ת,,1,,,
קותל,ע,אבד_ו,,1,,,
גולמני,ת,,1,,,
זוקן,ע,אבד_ו,יחיד,#,rarely,used,variant,of,זקנה.,1,,,
נומך,ע,אבד_ו,יחיד,,1,,,
רובדיות,ע,,1,,,
חומט,ע,#,type,of,lizard,1,,,
עוקם,ע,יחיד,#,inflections,not,in,use.,1,,,
חומרני,ת,,1,,,
חומרנות,ע,יחיד,,1,,,
שמרחום,ע,#,Academia's,translation,for,Thermos.,Not,in,actual,use.,1,,,
תוך,ע,רבים=תככים,אין_יחיד,#,The,singular,appears,in,[1],and,[3],,but,I,never,heard,it,myself.,1,,,
כרכוב,ע,,1,,,
מערום,ע,,1,,,
בוסרי,ת,,1,,,
כוהלי,ת,,1,,,
קדקוד,ע,#,Academia,decision:,the,first,o,,a,kamats,katan,,doesn't,get,a,vav.,1,,,
נפולת,ע,יחיד,,1,,,
נצולת,ע,יחיד,#,This,means,"salvage",,what's,left,from,a,wreck,,or,manufacturing,refuse,that,can,be,reused.,ניצולת,is,a,different,word.,1,,,
נעורת,ע,יחיד,#,archaic,1,,,
סבולת,ע,#,see,also:,סיבולת!,1,,,
פצפון,ת,נקבה_ת,#,considered,colloquial.,note,that,in,feminine,singular,,there,is,ו,only,in,ktiv,maleh.,Compare,פצפונת,to,משקולת.,1,,,
תקרובת,ע,#,rarely,used,today,outside,the,phrase,"תקרובת,עבודה,זרה".,1,,,
חלחולת,ע,,1,,,
כרבולת,ע,,1,,,
מחפורת,ע,,1,,,
תזמורתי,ת,,1,,,
תרגולת,ע,,1,,,
תשפוכת,ע,#,literary,1,,,
תנגודת,ע,,1,,,
תרשומת,ע,#,rare,,doesn't,appear,in,[3],(but,does,in,[1],[2],[4]).,1,,,
תפזורת,ע,,1,,,
תשחורת,ע,,1,,,
תברוגת,ע,,1,,,
תקבולת,ע,#,rare,word,1,,,
מערגולת,ע,#,Appears,in,[3],,but,not,in,use,at,all.,The,English,word,is,"roll".,1,,,
חמרמורת,ע,#,hangover.,Not,commonly,used,,and,not,recognized,by,[3].,1,,,
מרכולת,ע,,1,,,
צעירונת,ע,אין_נטיות,#,in,[4],,not,in,[3].,I,consider,this,rather,colloquial.,1,,,
רזונת,ע,אין_נטיות,#,in,[4],,I,consider,this,colloquial.,1,,,
אלוק,ע,ים,אין_יחיד,#,אלוקים,1,,,
אלוקות,ע,יחיד,,1,,,
פומפייה,ע,,1,,,
קובייתי,ת,,1,,,
שישייה,ע,,1,,,
קיבורת,ע,אין_כינויים,יחיד,#,arm,muscle.,rarely,used,(I,can't,find,any,use,of,plural,or,inflections,,except,one,use,of,קיבורתו).,1,,,
לוליין,ע,,1,,,
לוליינית,ע,,1,,,
לולייני,ת,,1,,,
לוליינות,ע,,1,,,
קהילייה,ע,#,this,was,the,old,translation,for,"republic".,1,,,
אמתות,ע,#,"truthness".,See,also,אמיתה,,with,yod.,1,,,
ערפלי,ת,,1,,,
ערפלות,ע,,1,,,
ערפליות,ע,,1,,,
ערפלית,ע,,1,,,
אטיות,ע,,1,,,
נציות,ע,#,politics,term,1,,,
יהרה,ע,יחיד,#,note,that,יוהרה,(shuruk),is,also,correct,,according,to,[3].,1,,,
רגזה,ע,יחיד,#,note,that,רוגזה,(shuruk),is,also,correct,,according,to,[3].,1,,,
זהמה,ע,יחיד,#,note,that,זוהמה,(shuruk),is,also,correct.,[4],also,allows,a,plural.,1,,,
תכנתי,ת,,1,,,
חמרתי,ת,,1,,,
קשחה,ע,אין_נטיות,#,firmware,1,,,
אפנתי,ת,,1,,,
עגמה,ע,#,note,that,[1],lists,this,with,patach,,and,[3],mentions,both.,1,,,
אשיה,ע,,1,,,
חפזה,ע,אין_נטיות,,1,,,
תכנייה,ע,,1,,,
ארנייה,ע,#,kind,of,mushroom,1,,,
עזנייה,ע,אין_כינויים,#,kind,of,bird,1,,,
תכניתי,ת,,1,,,
חרפן,ע,#,mink,1,,,
אבדני,ת,#,suicidal,,not,for,general,loss.,1,,,
אזנית,ע,#,According,[3],and,[4].,[4],calls,אזנייה,(with,kamats,katan),"nonstandard".,Also,in,list,of,Academia,terms,from,1960.,But,most,people,spell,אוזנייה...,1,,,
צהר,ע,אין_יחיד,יים,#,צהריים,1,,,
מצלה,ע,אין_יחיד,יים,#,מצלתיים,1,,,
תלאובה,ע,#,archaic,1,,,
גרורתי,ת,,1,,,
בדותה,ע,#,[3],and,[4],prefer,this,form,over,בדותא.,The,Academia,allows,only,this,form,(see,comment,before,דוגמה).,1,,,
משובה,ע,,1,,,
מחוגה,ע,,1,,,
משוגה,ע,#,rare,,should,not,be,confused,with,משוגע...,1,,,
לסוטה,ע,#,the,rare,hebrew,word,for,a,sleave-less,coat,(vest).,1,,,
פלומתי,ת,,1,,,
דיוטה,ע,#,archaic.,[3],and,[4],also,mention,דיוטא,as,an,old,spelling,,and,that,implies,also,a,plural,דיוטאות.,TODO:,consider,removing,this,word.,1,,,
גלופה,ע,,1,,,
תשומה,ע,,1,,,
תאוטה,ע,,1,,,
תבונתי,ת,#,not,in,[3].,[4],says,its,an,alternative,to,תבוני,(and,prefers,the,latter).,1,,,
תכונתי,ת,,1,,,
תנודתי,ת,#,fluctuating,1,,,
תנודתיות,ע,,1,,,
תעופתי,ת,#,not,recognized,by,[3],1,,,
תעוקה,ע,,1,,,
ממגורה,ע,,1,,,
מקצועה,ע,#,according,to,[3],and,ravmilim,,this,and,not,מקצוע,is,the,proper,word,1,,,
